client_id,client_type,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age
C0760,Individual,1964-12-27,F,USA,California,Investment,3,False,Website,61
C0761,Individual,1981-08-24,F,Belgium,Flanders,Home,2,False,Agency,45
C0762,Individual,1967-01-07,F,USA,Ohio,Home,4,False,Website,59
C0763,Company,1971-07-18,F,USA,Georgia,Home,3,False,Agency,55
C0764,Individual,1983-09-02,F,UK,Northern Ireland,Investment,4,False,Client,43
C0765,Individual,1967-06-22,M,France,Brittany,Home,3,False,Website,59
C0766,Individual,1994-04-09,M,Germany,North Rhine-Westphalia,Home,3,True,Client,32
C0767,Individual,1961-02-02,M,Canada,British Columbia,Investment,2,False,Agency,65
C0768,Individual,1992-07-22,M,Denmark,Southern Denmark,Investment,5,True,Website,34
C0769,Individual,1958-02-21,F,USA,Ohio,Home,4,False,Agency,68
C0770,Individual,1951-09-02,F,Russia,Krasnodar Krai,Home,4,False,Website,75
C0771,Company,1984-09-06,M,USA,California,Home,1,False,Website,42
C0772,Individual,1991-09-25,M,USA,California,Investment,1,False,Client,35
C0773,Individual,1964-09-12,M,Russia,Saint Petersburg,Home,1,False,Website,62
C0774,Individual,1983-03-23,M,USA,Georgia,Home,5,True,Agency,43
C0775,Individual,1975-12-25,F,USA,Arizona,Home,1,False,Agency,50
C0776,Individual,1966-11-06,F,Germany,Bavaria,Home,4,True,Agency,59
C0777,Company,1982-05-15,M,USA,Arizona,Home,1,False,Client,44
C0778,Individual,1998-07-22,M,USA,California,Investment,4,True,Agency,28
C0779,Individual,1953-05-04,F,USA,California,Home,5,True,Agency,73
C0780,Individual,1947-01-08,F,USA,California,Home,3,False,Website,79
C0781,Individual,1940-11-28,M,USA,California,Investment,5,True,Website,85
C0782,Individual,1970-02-10,M,USA,Utah,Investment,2,True,Website,56
C0783,Individual,1961-03-27,F,Canada,Alberta,Home,1,True,Agency,65
C0784,Individual,1973-06-26,M,Mexico,Baja California,Investment,4,False,Website,53
C0785,Company,1971-03-27,F,USA,California,Home,2,False,Website,55
C0786,Individual,1983-03-25,F,USA,California,Investment,3,False,Website,43
C0787,Individual,1950-11-20,M,USA,Washington,Home,1,False,Website,75
C0788,Individual,1944-05-14,M,France,Brittany,Investment,4,False,Website,82
C0789,Individual,1974-06-04,F,Canada,Ontario,Investment,1,False,Website,52
C0790,Individual,1974-01-18,M,USA,California,Home,5,True,Agency,52
C0791,Individual,1983-07-01,M,USA,Texas,Home,4,False,Website,43
C0792,Individual,1982-04-14,M,USA,California,Investment,4,True,Website,44
C0793,Individual,1969-04-09,M,USA,New York,Home,4,False,Agency,57
C0794,Individual,1951-11-02,M,USA,California,Home,4,True,Website,74
C0795,Individual,1969-01-14,M,USA,California,Investment,4,True,Website,57
C0796,Individual,1983-11-04,F,USA,California,Investment,5,True,Website,42
C0797,Individual,1990-08-06,F,USA,Oregon,Home,5,True,Agency,36
C0798,Company,1965-10-21,M,USA,Nevada,Home,4,True,Agency,60
C0799,Individual,1954-07-24,F,USA,California,Home,4,False,Website,72
C0800,Individual,1974-02-01,M,USA,Virginia,Investment,5,True,Website,52
C0801,Individual,1969-03-04,F,USA,Washington,Home,4,True,Website,57
C0802,Individual,1970-10-11,M,USA,Virginia,Home,5,False,Agency,55
C0803,Individual,1945-12-13,F,USA,Texas,Home,4,False,Agency,80
C0804,Individual,1967-10-01,M,USA,Washington,Home,5,False,Agency,59
C0805,Individual,1953-01-17,M,Germany,Berlin,Home,1,True,Website,73
C0806,Individual,1989-11-18,M,France,Ile-De-France,Home,5,False,Client,36
C0807,Individual,1993-11-16,F,Mexico,Mexico City,Investment,5,False,Website,32
C0808,Individual,1943-05-17,M,Germany,Berlin,Home,3,True,Website,83
C0809,Individual,1967-02-16,F,France,Occitanie,Home,5,True,Agency,59
C0810,Individual,1995-02-13,M,USA,California,Home,1,True,Website,31
C0811,Individual,1945-04-17,M,UK,Wales,Home,3,False,Agency,81
C0812,Individual,1974-08-24,M,UK,Northern Ireland,Home,3,True,Website,52
C0813,Individual,1974-11-10,M,UK,Scotland,Investment,3,False,Agency,51
C0814,Individual,1964-03-26,F,USA,California,Home,2,False,Website,62
C0815,Company,1965-06-11,F,USA,Nevada,Home,4,True,Agency,61
C0816,Individual,1947-12-23,F,Germany,Hamburg,Home,2,True,Website,78
C0817,Individual,1972-12-05,F,USA,California,Investment,1,False,Website,53
C0818,Company,1991-08-09,F,USA,Colorado,Home,2,False,Website,35
C0819,Individual,1951-03-15,M,USA,California,Home,5,False,Website,75
C0820,Individual,1940-10-22,F,USA,Texas,Investment,4,False,Agency,85
C0821,Individual,1957-04-09,F,USA,California,Home,5,True,Agency,69
C0822,Individual,1959-04-19,F,USA,California,Investment,3,True,Website,67
C0823,Individual,1975-04-16,F,USA,Oregon,Investment,5,True,Agency,51
C0824,Individual,1976-01-06,M,USA,California,Home,3,False,Agency,50
C0825,Individual,1982-03-26,F,Mexico,Nuevo Leon,Home,4,True,Agency,44
C0826,Individual,1970-11-09,M,USA,Ohio,Investment,4,True,Website,55
C0827,Individual,1965-08-23,F,USA,Washington,Home,2,True,Website,61
C0828,Individual,1947-10-10,F,USA,Arizona,Investment,4,True,Website,79
C0829,Individual,1960-11-16,M,USA,Utah,Investment,3,False,Website,65
C0830,Individual,1952-05-16,M,USA,Oregon,Investment,3,False,Agency,74
C0831,Individual,1977-09-24,F,USA,California,Home,2,False,Website,49
C0832,Individual,1990-09-01,F,USA,Nevada,Investment,3,True,Website,36
C0833,Individual,1951-06-11,M,Denmark,Southern Denmark,Home,5,False,Website,75
C0834,Individual,1957-12-23,F,USA,California,Home,5,False,Website,68
C0835,Individual,1974-06-06,F,USA,California,Home,5,True,Website,52
C0836,Individual,1942-04-02,M,USA,Ohio,Home,4,False,Website,84
C0837,Individual,1967-06-06,M,France,Brittany,Home,1,False,Website,59
C0838,Individual,1992-05-04,M,USA,Nevada,Investment,1,True,Website,34
C0839,Individual,1994-01-26,F,UK,England,Home,5,True,Agency,32
C0840,Individual,1981-01-11,F,Belgium,Brussels,Home,1,False,Website,45
C0841,Individual,1999-05-02,M,Belgium,Wallonia,Home,5,False,Website,27
C0842,Individual,1996-02-27,M,USA,Washington,Home,5,True,Client,30
C0843,Individual,2000-04-12,F,USA,Georgia,Home,4,False,Agency,26
C0844,Individual,1947-06-13,F,USA,California,Home,2,False,Website,79
C0845,Individual,1993-05-09,F,USA,Washington,Home,3,False,Client,33
C0846,Individual,1976-05-15,F,Canada,Quebec,Investment,3,False,Agency,50
C0847,Individual,1988-02-27,F,USA,Utah,Home,2,True,Agency,38
C0848,Individual,1967-11-22,M,USA,California,Home,4,False,Agency,58
C0849,Individual,1977-11-04,M,USA,Oregon,Home,1,True,Website,48
C0850,Individual,1983-11-13,F,USA,Colorado,Investment,5,False,Agency,42
C0851,Individual,1993-05-16,M,USA,California,Investment,2,True,Website,33
C0852,Individual,1989-07-20,M,Germany,North Rhine-Westphalia,Home,2,False,Agency,37
C0853,Individual,1950-07-08,M,USA,Utah,Home,4,False,Website,76
C0854,Individual,1944-02-13,M,USA,California,Home,4,False,Website,82
C0855,Individual,1973-10-03,F,Australia,Queensland,Home,4,False,Website,53
C0856,Individual,1964-08-16,F,USA,Florida,Home,5,True,Website,62
C0857,Individual,1951-11-05,F,USA,California,Investment,1,True,Website,74
C0858,Individual,1994-12-07,M,USA,Nevada,Home,1,False,Website,31
C0859,Individual,1942-03-12,F,USA,California,Home,2,True,Agency,84
C0860,Individual,1968-09-07,F,USA,Utah,Home,5,True,Website,58
C0861,Individual,1994-04-08,F,France,Brittany,Investment,2,False,Agency,32
C0862,Individual,1981-06-14,F,USA,Colorado,Investment,1,False,Website,45
C0863,Individual,1975-04-20,M,Belgium,Wallonia,Home,5,True,Agency,51
C0864,Individual,1970-07-07,M,USA,Texas,Home,3,False,Website,56
C0865,Individual,1975-05-20,F,USA,Colorado,Investment,5,True,Website,51
C0866,Individual,1987-11-27,M,Belgium,Brussels,Home,3,False,Agency,38
C0867,Individual,1967-12-04,F,USA,California,Home,2,False,Agency,58
C0868,Individual,1945-02-21,F,USA,Florida,Home,3,True,Agency,81
C0869,Individual,1993-07-03,M,USA,California,Home,4,False,Agency,33
C0870,Company,1966-01-09,F,UK,Northern Ireland,Home,2,True,Website,60
C0871,Individual,1989-11-28,F,USA,Virginia,Home,1,True,Website,36
C0872,Individual,1943-06-22,F,UK,England,Home,4,False,Website,83
C0873,Individual,1940-09-09,M,USA,New York,Home,2,False,Website,86
C0874,Individual,1953-07-26,F,Belgium,Flanders,Investment,2,False,Website,73
C0875,Individual,1972-09-07,M,Canada,Manitoba,Home,4,False,Website,54
C0876,Individual,1973-08-22,M,USA,California,Home,3,False,Client,53
C0877,Individual,1998-12-22,F,USA,Utah,Investment,2,True,Agency,27
C0878,Individual,1945-04-28,F,USA,Nevada,Home,4,True,Website,81
C0879,Individual,1945-03-15,M,UK,Northern Ireland,Home,4,True,Website,81
C0880,Individual,1941-06-23,F,USA,New York,Home,2,False,Website,85
C0881,Individual,1954-09-24,F,USA,Colorado,Investment,1,False,Website,72
C0882,Individual,2000-07-07,M,UK,Wales,Home,3,False,Website,26
C0883,Individual,1946-10-22,M,USA,Texas,Home,4,False,Client,79
C0884,Individual,1949-07-05,M,USA,Nevada,Home,2,False,Website,77
C0885,Individual,1941-09-21,M,Canada,British Columbia,Investment,2,True,Agency,85
C0886,Individual,1961-07-20,M,USA,California,Home,3,True,Agency,65
C0887,Individual,1993-04-23,F,USA,California,Home,3,False,Agency,33
C0888,Individual,1987-05-24,F,Germany,Berlin,Home,4,True,Website,39
C0889,Individual,1985-10-15,M,USA,Nevada,Investment,4,True,Website,40
C0890,Individual,1955-07-23,F,USA,Virginia,Investment,3,True,Website,71
C0891,Individual,1970-06-20,M,Germany,North Rhine-Westphalia,Investment,1,True,Website,56
C0892,Individual,1958-05-06,F,USA,California,Investment,2,True,Website,68
C0893,Individual,1995-06-23,F,USA,Colorado,Home,3,True,Website,31
C0894,Individual,1953-06-14,M,USA,Georgia,Home,5,False,Website,73
C0895,Individual,1953-08-25,F,USA,Arizona,Investment,4,True,Website,73
C0896,Individual,1970-06-05,M,France,Brittany,Home,4,True,Agency,56
C0897,Individual,1971-04-08,F,Australia,Victoria,Home,1,False,Website,55
C0898,Individual,1953-09-27,F,USA,Arizona,Investment,5,True,Agency,73
C0899,Company,1988-06-26,F,USA,Washington,Investment,2,False,Website,38
C0900,Individual,1999-05-22,F,Germany,North Rhine-Westphalia,Home,4,False,Agency,27
C0901,Individual,1999-02-15,M,France,Brittany,Investment,4,False,Agency,27
C0902,Company,1964-11-02,F,UK,Northern Ireland,Home,3,True,Agency,61
C0903,Individual,1992-04-28,F,USA,Texas,Investment,3,False,Website,34
C0904,Individual,1984-08-03,F,Russia,Saint Petersburg,Home,1,True,Website,42
C0905,Individual,1993-05-16,F,USA,Virginia,Home,5,True,Website,33
C0906,Individual,1969-08-13,F,USA,California,Investment,5,False,Website,57
C0907,Individual,1973-11-14,F,USA,California,Home,3,False,Agency,52
C0908,Individual,1960-11-17,M,USA,California,Home,4,True,Agency,65
C0909,Individual,1967-10-07,M,USA,California,Investment,1,True,Agency,59
C0910,Individual,1971-11-24,F,USA,Texas,Home,3,True,Agency,54
C0911,Individual,1989-03-27,M,USA,California,Home,4,False,Website,37
C0912,Individual,1949-11-05,F,USA,California,Home,1,False,Agency,76
C0913,Individual,1999-01-13,M,USA,California,Home,4,False,Agency,27
C0914,Individual,1948-12-10,F,France,Provence,Investment,4,False,Website,77
C0915,Individual,1948-01-23,M,USA,Florida,Home,2,False,Agency,78
C0916,Individual,1988-10-02,M,Russia,Moscow Oblast,Home,2,False,Website,38
C0917,Individual,1969-01-08,M,USA,Arizona,Home,2,True,Agency,57
C0918,Individual,2000-02-21,F,Australia,Western Australia,Home,4,False,Client,26
C0919,Individual,1975-08-17,F,Canada,Quebec,Investment,5,False,Agency,51
C0920,Individual,1973-11-10,M,USA,California,Home,4,False,Website,52
C0921,Individual,1999-10-03,F,Australia,New South Wales,Home,4,False,Agency,26
C0922,Individual,1942-10-28,M,Australia,Victoria,Investment,4,True,Website,83
C0923,Individual,1950-08-26,F,USA,Oregon,Home,3,False,Client,76
C0924,Individual,1988-03-20,F,USA,California,Home,4,False,Website,38
C0925,Individual,1944-12-05,M,Germany,Hamburg,Home,2,False,Website,81
C0926,Individual,1961-04-04,F,USA,California,Home,3,False,Website,65
C0927,Individual,1962-04-11,F,France,Ile-De-France,Home,4,False,Client,64
C0928,Individual,1950-02-27,M,USA,California,Home,1,True,Agency,76
C0929,Individual,1954-05-23,M,USA,Washington,Home,4,False,Website,72
C0930,Individual,1993-04-15,F,USA,Washington,Investment,1,True,Agency,33
C0931,Individual,1977-12-25,M,USA,Nevada,Investment,2,True,Client,48
C0932,Individual,1949-07-14,F,USA,New York,Home,5,False,Website,77
C0933,Individual,1955-03-09,F,USA,California,Home,4,False,Website,71
C0934,Individual,1943-02-10,F,UK,Northern Ireland,Investment,5,True,Website,83
C0935,Individual,2000-05-17,F,Canada,Manitoba,Home,4,False,Agency,26
C0936,Individual,1951-10-04,F,USA,California,Home,3,False,Client,75
C0937,Individual,1982-03-04,M,USA,Arizona,Home,5,False,Client,44
C0938,Individual,1963-08-05,M,Russia,Krasnodar Krai,Home,4,False,Website,63
C0939,Individual,1978-02-02,F,Belgium,Brussels,Investment,1,False,Website,48
C0940,Individual,1985-12-19,M,USA,Virginia,Investment,5,False,Website,40
C0941,Individual,1955-07-17,F,Mexico,Jalisco,Home,1,False,Agency,71
C0942,Individual,1991-12-14,F,USA,California,Home,1,False,Website,34
C0943,Individual,1957-09-13,F,Canada,Manitoba,Investment,5,False,Website,69
C0944,Individual,1956-08-24,F,USA,Florida,Home,2,False,Website,70
C0945,Individual,1945-04-09,F,France,Provence,Home,4,False,Website,81
C0946,Individual,1946-04-07,F,USA,Nevada,Investment,3,True,Agency,80
C0947,Individual,1981-05-16,F,USA,Texas,Home,2,False,Website,45
C0948,Individual,1989-12-16,F,USA,California,Investment,3,True,Website,36
C0949,Individual,1943-06-26,F,USA,Colorado,Investment,5,True,Client,83
C0950,Individual,1991-11-12,F,USA,Texas,Investment,5,False,Website,34
C0951,Individual,1998-11-15,F,Mexico,Nuevo Leon,Home,1,True,Client,27
C0952,Individual,1959-03-09,F,USA,Oregon,Home,5,False,Website,67
C0953,Company,1995-10-22,M,USA,Washington,Home,5,True,Website,30
C0954,Individual,1950-08-04,M,France,Brittany,Investment,4,True,Agency,76
C0955,Individual,1969-11-01,F,USA,California,Home,1,False,Website,56
C0956,Individual,1966-10-03,M,USA,California,Home,1,True,Website,60
C0957,Company,1961-05-21,M,USA,Oregon,Home,2,True,Client,65
C0958,Individual,1991-11-07,F,USA,Nevada,Home,1,True,Website,34
C0959,Individual,1952-09-13,M,USA,California,Home,3,False,Agency,74
C0960,Individual,1960-01-04,F,USA,Arizona,Investment,1,True,Client,66
C0961,Individual,1974-03-08,M,UK,Wales,Home,2,True,Website,52
C0962,Individual,1940-07-18,M,USA,California,Home,4,False,Website,86
C0963,Individual,1941-09-08,M,Canada,Alberta,Home,4,False,Agency,85
C0964,Individual,1953-09-19,F,USA,California,Home,4,False,Website,73
C0965,Individual,1961-09-26,F,USA,New York,Investment,3,False,Website,65
C0966,Company,1995-11-10,M,USA,California,Investment,3,False,Website,30
C0967,Individual,1959-01-20,F,USA,California,Home,2,False,Agency,67
C0968,Individual,1995-11-21,F,USA,Arizona,Home,4,False,Website,30
C0969,Individual,1976-03-27,F,Russia,Tatarstan,Investment,1,True,Agency,50
C0970,Individual,1986-01-12,M,Denmark,North Denmark,Home,3,True,Website,40
C0971,Individual,1969-02-06,F,USA,Colorado,Investment,5,True,Website,57
C0972,Individual,1964-09-16,F,USA,Arizona,Home,5,False,Agency,62
C0973,Individual,1992-03-12,M,USA,California,Investment,2,False,Client,34
C0974,Individual,1961-05-22,M,USA,New York,Home,1,False,Agency,65
C0975,Individual,1946-09-07,M,USA,Utah,Home,4,False,Website,80
C0976,Individual,1983-07-18,M,USA,California,Home,4,True,Website,43
C0977,Individual,1996-07-04,M,USA,California,Home,1,False,Agency,30
C0978,Individual,1963-11-11,F,USA,California,Home,4,True,Website,62
C0979,Individual,1940-02-25,F,Canada,Quebec,Investment,4,False,Website,86
C0980,Individual,1942-01-13,M,USA,New York,Investment,1,True,Website,84
C0981,Individual,1961-11-14,F,USA,California,Investment,1,False,Website,64
C0982,Individual,1961-08-07,F,Canada,Manitoba,Investment,5,True,Agency,65
C0983,Individual,1994-06-21,F,Germany,North Rhine-Westphalia,Home,4,False,Website,32
C0984,Individual,1962-03-12,M,Canada,British Columbia,Home,5,True,Agency,64
C0985,Individual,1954-10-15,F,USA,California,Home,1,True,Website,71
C0986,Individual,1981-10-18,F,Russia,Saint Petersburg,Home,2,False,Website,44
C0987,Individual,1967-10-22,F,Germany,North Rhine-Westphalia,Home,1,True,Agency,58
C0988,Individual,1988-04-21,M,USA,Texas,Home,3,True,Agency,38
C0989,Individual,1946-10-19,F,USA,Oregon,Home,4,False,Website,79
C0990,Individual,1942-01-21,M,USA,Utah,Home,4,False,Website,84
C0991,Individual,1975-03-27,F,USA,Nevada,Home,1,False,Website,51
C0992,Individual,1988-11-19,M,Denmark,Capital Region,Home,1,True,Website,37
C0993,Individual,1954-11-03,M,USA,California,Home,2,True,Website,71
C0994,Individual,1976-11-26,M,USA,California,Home,3,False,Website,49
C0995,Individual,1949-10-14,F,Australia,New South Wales,Home,1,True,Website,76
C0996,Individual,1956-11-06,M,Canada,Manitoba,Home,2,True,Client,69
C0997,Individual,1950-11-03,M,USA,California,Investment,3,True,Agency,75
C0998,Company,1969-06-05,F,USA,Virginia,Home,4,False,Agency,57
C0999,Individual,1969-09-15,F,USA,California,Investment,3,False,Agency,57
C1000,Individual,1963-07-21,F,USA,Utah,Home,2,True,Website,63
C1001,Individual,1981-07-13,M,USA,California,Home,3,False,Website,45
C1002,Individual,1967-08-06,M,USA,California,Home,5,False,Website,59
C1003,Individual,1977-11-08,F,USA,Nevada,Home,2,False,Website,48
C1004,Individual,1982-09-17,M,USA,Oregon,Home,3,True,Website,44
C1005,Individual,1988-07-06,F,Germany,Hamburg,Home,3,False,Client,38
C1006,Individual,1992-12-24,F,USA,Georgia,Home,1,False,Website,33
C1007,Individual,1948-10-25,F,UK,England,Home,4,False,Agency,77
C1008,Company,1987-02-10,M,USA,California,Home,2,False,Website,39
C1009,Individual,1950-11-02,F,USA,Nevada,Investment,4,True,Agency,75
C1010,Individual,1964-10-03,M,Mexico,Jalisco,Home,4,False,Website,62
C1011,Individual,1952-12-18,F,USA,California,Investment,1,False,Website,73
C1012,Individual,1960-10-20,M,USA,New York,Home,4,True,Website,65
C1013,Individual,1994-06-19,F,USA,Oregon,Home,1,True,Website,32
C1014,Individual,1969-06-01,M,USA,California,Home,3,True,Website,57
C1015,Individual,1977-01-09,M,USA,California,Home,4,True,Website,49
C1016,Individual,1976-05-04,F,USA,California,Home,4,True,Agency,50
C1017,Individual,1968-12-22,F,USA,California,Home,1,True,Agency,57
C1018,Individual,1967-06-19,F,USA,Colorado,Home,5,True,Client,59
C1019,Individual,1975-10-27,F,USA,Nevada,Home,2,False,Client,50
C1020,Individual,1994-07-23,F,USA,California,Home,3,False,Agency,32
C1021,Individual,1974-04-09,M,USA,California,Investment,1,False,Client,52
C1022,Individual,1984-04-17,F,USA,Colorado,Home,1,False,Agency,42
C1023,Individual,1953-07-28,F,USA,Nevada,Home,1,True,Website,73
C1024,Individual,1969-03-08,M,USA,Arizona,Investment,2,False,Agency,57
C1025,Individual,1947-01-20,F,USA,California,Home,1,False,Client,79
C1026,Individual,1991-12-08,M,USA,California,Investment,1,False,Agency,34
C1027,Individual,1976-10-12,M,USA,California,Investment,1,True,Client,49
C1028,Individual,1942-07-04,M,USA,California,Home,1,True,Website,84
C1029,Individual,1949-06-11,M,Australia,Victoria,Home,1,False,Agency,77
C1030,Individual,1960-04-20,F,USA,Ohio,Home,4,False,Website,66
C1031,Individual,1989-01-13,M,UK,England,Home,1,False,Website,37
C1032,Individual,1977-03-01,M,USA,Nevada,Home,5,False,Website,49
C1033,Individual,1962-06-21,M,France,Ile-De-France,Home,2,False,Website,64
C1034,Individual,1979-01-20,F,USA,Colorado,Home,5,False,Client,47
C1035,Individual,1961-10-02,M,USA,Virginia,Home,2,False,Website,65
C1036,Individual,1988-03-13,F,USA,Oregon,Home,2,False,Agency,38
C1037,Company,1970-02-01,M,Mexico,Baja California,Home,2,True,Website,56
C1038,Individual,1959-05-25,M,USA,California,Investment,3,False,Website,67
C1039,Individual,1962-07-17,M,USA,California,Home,1,True,Agency,64
C1040,Individual,1940-05-04,M,USA,California,Investment,5,True,Website,86
C1041,Individual,1990-07-12,F,USA,Nevada,Home,5,True,Website,36
C1042,Individual,1945-03-08,F,USA,Nevada,Home,2,False,Agency,81
C1043,Individual,1999-07-14,F,USA,Washington,Home,5,False,Website,27
C1044,Individual,1971-05-15,M,USA,Nevada,Investment,5,False,Website,55
C1045,Individual,1942-01-04,F,USA,New York,Home,3,False,Website,84
C1046,Individual,1969-05-21,F,Canada,Quebec,Home,4,True,Website,57
C1047,Individual,1984-12-12,M,USA,Virginia,Home,3,False,Website,41
C1048,Individual,1970-01-27,F,USA,Oregon,Investment,1,False,Agency,56
C1049,Individual,1940-05-11,F,USA,California,Investment,5,False,Website,86
C1050,Individual,1955-03-10,M,USA,Georgia,Home,4,True,Website,71
C1051,Individual,1958-07-19,F,USA,Virginia,Home,1,True,Agency,68
C1052,Individual,1953-04-24,F,USA,Utah,Home,1,True,Agency,73
C1053,Individual,1974-10-11,M,Mexico,Nuevo Leon,Home,2,True,Website,51
C1054,Individual,1989-04-09,M,USA,Arizona,Home,2,True,Website,37
C1055,Individual,1972-11-20,M,USA,New York,Investment,2,True,Website,53
C1056,Individual,1979-01-19,M,USA,Colorado,Home,1,True,Website,47
C1057,Individual,1994-04-17,M,USA,Nevada,Investment,5,False,Website,32
C1058,Individual,1973-12-06,F,Germany,Bavaria,Home,3,True,Website,52
C1059,Individual,1978-06-26,F,USA,California,Home,4,False,Website,48
C1060,Individual,1940-12-25,M,USA,Nevada,Home,5,False,Agency,85
C1061,Individual,1960-01-06,F,UK,Scotland,Home,1,False,Website,66
C1062,Individual,1975-12-20,M,USA,California,Home,4,False,Agency,50
C1063,Individual,1988-05-12,F,USA,New York,Investment,5,True,Website,38
C1064,Individual,1945-06-08,M,USA,California,Home,5,True,Website,81
C1065,Individual,1955-06-01,M,USA,Georgia,Home,3,True,Client,71
C1066,Individual,1941-09-21,F,Australia,Victoria,Home,1,False,Website,85
C1067,Individual,1942-12-24,M,Mexico,Jalisco,Investment,4,False,Agency,83
C1068,Individual,1984-10-02,F,USA,California,Home,3,False,Agency,42
C1069,Individual,1992-06-13,M,USA,Virginia,Home,3,True,Agency,34
C1070,Individual,1951-06-26,F,Germany,Bavaria,Home,5,False,Agency,75
C1071,Individual,1966-11-08,M,USA,Texas,Home,2,False,Agency,59
C1072,Individual,1962-10-06,F,USA,Utah,Home,3,False,Agency,64
C1073,Individual,1955-02-07,M,USA,California,Investment,2,False,Website,71
C1074,Individual,1954-10-07,M,UK,Northern Ireland,Home,1,False,Website,72
C1075,Individual,1975-02-17,F,Mexico,Baja California,Home,3,False,Website,51
C1076,Individual,1980-10-28,F,USA,Florida,Investment,3,False,Agency,45
C1077,Individual,1982-07-03,M,USA,Texas,Investment,2,False,Agency,44
C1078,Individual,1940-07-22,M,USA,Ohio,Home,1,False,Agency,86
C1079,Individual,1959-06-19,M,USA,California,Investment,4,True,Website,67
C1080,Individual,1956-06-10,F,UK,England,Investment,4,False,Agency,70
C1081,Company,1974-08-09,M,Russia,Novosibirsk,Home,4,True,Agency,52
C1082,Individual,1993-04-02,F,USA,Oregon,Investment,5,True,Website,33
C1083,Individual,1950-06-10,F,USA,Colorado,Investment,4,False,Agency,76
C1084,Individual,1989-07-27,F,France,Ile-De-France,Home,4,False,Agency,37
C1085,Individual,1947-10-18,F,Australia,Queensland,Investment,1,False,Client,78
C1086,Individual,1956-01-03,M,USA,Colorado,Home,1,True,Website,70
C1087,Individual,1984-03-01,M,USA,Colorado,Home,3,False,Website,42
C1088,Individual,1998-09-26,M,USA,Utah,Home,4,True,Agency,28
C1089,Individual,1962-09-17,F,USA,Utah,Home,1,True,Website,64
C1090,Individual,1962-07-09,F,Canada,Alberta,Home,3,True,Client,64
C1091,Individual,1984-07-21,M,USA,Nevada,Home,1,True,Agency,42
C1092,Individual,1996-11-24,M,USA,Oregon,Investment,2,False,Website,29
C1093,Individual,1980-07-13,M,USA,Oregon,Home,1,True,Website,46
C1094,Individual,1960-12-02,F,USA,Washington,Home,2,True,Website,65
C1095,Individual,1940-02-26,F,USA,California,Home,3,False,Agency,86
C1096,Individual,1965-05-20,F,USA,New York,Home,2,False,Client,61
C1097,Individual,1962-07-16,F,Canada,Alberta,Home,3,True,Agency,64
C1098,Individual,1976-10-24,M,USA,California,Investment,3,False,Client,49
C1099,Individual,1972-06-26,F,USA,Colorado,Home,3,False,Agency,54
C1100,Individual,1940-05-14,M,Russia,Novosibirsk,Home,1,False,Website,86
C1101,Individual,1964-03-01,M,Belgium,Flanders,Home,5,False,Website,62
C1102,Company,1960-06-05,M,Germany,Berlin,Home,2,False,Agency,66
C1103,Individual,1961-04-27,M,Belgium,Wallonia,Home,4,False,Agency,65
C1104,Individual,1998-10-15,M,USA,Utah,Investment,5,True,Website,27
C1105,Individual,1940-01-14,M,USA,Nevada,Home,3,True,Website,86
C1106,Individual,1982-05-16,M,USA,California,Home,1,False,Agency,44
C1107,Individual,1948-01-15,M,Canada,British Columbia,Home,1,False,Website,78
C1108,Individual,1994-12-01,F,Australia,South Australia,Home,4,False,Website,31
C1109,Individual,1967-05-09,F,USA,California,Home,1,True,Client,59
C1110,Individual,1977-12-05,M,USA,New York,Home,5,True,Website,48
C1111,Company,1967-01-23,M,USA,California,Home,4,True,Website,59
C1112,Individual,1982-05-01,M,USA,Nevada,Investment,3,True,Website,44
C1113,Individual,1974-08-18,F,USA,Texas,Investment,2,False,Client,52
C1114,Individual,1992-04-02,F,USA,California,Home,3,False,Website,34
C1115,Individual,1973-10-24,M,USA,Colorado,Home,3,True,Agency,52
C1116,Individual,1991-12-17,F,USA,California,Home,1,True,Agency,34
C1117,Individual,1955-02-23,F,Mexico,Mexico City,Home,5,True,Website,71
C1118,Company,1969-04-26,M,UK,Scotland,Investment,2,True,Website,57
C1119,Individual,1941-03-14,M,USA,Oregon,Home,1,True,Website,85
C1120,Individual,1979-07-16,F,USA,Arizona,Home,1,False,Website,47
C1121,Individual,1985-02-06,F,USA,California,Home,1,False,Client,41
C1122,Individual,1942-04-10,F,USA,California,Home,4,False,Website,84
C1123,Individual,1951-11-03,M,USA,Virginia,Home,5,False,Agency,74
C1124,Individual,1976-04-02,F,USA,Oregon,Investment,5,True,Website,50
C1125,Individual,1941-03-02,M,USA,Oregon,Home,3,False,Agency,85
C1126,Company,1983-02-16,M,USA,Virginia,Home,1,True,Website,43
C1127,Individual,1943-06-15,F,UK,England,Investment,1,False,Website,83
C1128,Individual,1983-05-12,M,USA,California,Investment,1,False,Website,43
C1129,Individual,1945-03-09,F,USA,Colorado,Investment,5,False,Agency,81
C1130,Individual,1987-01-03,F,USA,Arizona,Home,5,False,Website,39
C1131,Individual,1984-05-28,F,USA,California,Investment,3,False,Website,42
C1132,Individual,1982-01-21,M,USA,New York,Home,2,True,Website,44
C1133,Individual,1993-01-21,M,USA,Oregon,Investment,3,False,Website,33
C1134,Individual,1943-10-10,F,USA,California,Investment,1,False,Website,83
